"Family.Name","scientificName"
"25011","Ophioglossaceae","Botrychium hesperium × Botrychium minganense"
"25038","Poaceae","Festuca calligera"
"25042","Asteraceae","Antennaria rosea ssp. arida"
"25056","Potamogetonaceae","Potamogeton foliosus var. foliosus"
"25058","Polygonaceae","Polygonum sawatchense ssp. sawatchense"
"25076","Ophioglossaceae","Botrychium 'redbank'"
"25114","Ophioglossaceae","Botrychium echo × Botrychium lunaria"
"25126","Asteraceae","Senecio soldanella × Senecio taraxacoides"
"25131","Ophioglossaceae","Botrychium lineare"
"25256","Poaceae","Calamagrostis montanensis"
"25298","","Aulacomnium palustre"
"25300","","Aulacomnium palustre var. imbricatum"
"25302","Bartramiaceae","Bartramia ithyphylla"
"25303","Brachytheciaceae","Brachythecium collinum"
"25305","Brachytheciaceae","Brachythecium erythrorhizon"
"25306","Bryaceae","Bryum algovicum var. rutheanum"
"25307","Bryaceae","Bryum argenteum"
"25308","Bryaceae","Bryum pendulum"
"25309","","Calliergon sarmentosum"
"25310","","Calliergon stramineum"
"25313","","Campylium stellatum"
"25314","Dicranaceae","Campylopus schimperi"
"25315","Brachytheciaceae","Cirriphyllum cirrosum"
"25316","","Climacium dendroides"
"25462","Selaginellaceae","Selaginella weatherbiana"
"25530","Pottiaceae","Desmatodon systylius"
"25531","","Dichelyma falcata"
"25532","Dicranaceae","Dicranum elongatum"
"25776","Grimmiaceae","Grimmia elatior"
"25777","Grimmiaceae","Grimmia mollis"
"25808","Juncaceae","Juncus nodosus"
"25847","Onagraceae","Oenothera cespitosa var. macroglottis"
"26010","Asteraceae","Pyrrocoma crocea"
"26021","Boraginaceae","Eritrichium nanum"
"26043","Alliaceae","Allium geyeri"
"26068","Polygonaceae","Eriogonum flavum var. chloranthum"
"26074","Boraginaceae","Phacelia hastata"
"26077","Polemoniaceae","Leptosiphon nuttallii"
"26083","Caryophyllaceae","Cerastium arvense var. strictum"
"26118","Ranunculaceae","Delphinium ×occidentale"
"26126","Poaceae","Elymus violaceus"
"26573","Saxifragaceae","Saxifraga rivularis var. flexuosa"
"26672","Phrymaceae","Mimulus tilingii var. tilingii"
"26910","Pinaceae","Pinus edulis"
"27078","Asteraceae","Cirsium clavatum var. osterhoutii"
"27197","Malvaceae","Sidalcea candida var. glabrata"
"27205","Ericaceae","Pyrola asarifolia var. asarifolia"
"27236","Orchidaceae","Goodyera oblongifolia"
"27286","Polygonaceae","Rumex patientia"
"27363","Poaceae","Poa secunda ssp. secunda"
"27434","Asteraceae","Artemisia ludoviciana var. ludoviciana"
"27670","Orobanchaceae","Castilleja linariifolia"
"27809","Melanthiaceae","Zigadenus venenosus var. gramineus"
"27894","Rosaceae","Ivesia gordonii var. gordonii"
"27919","Salicaceae","Salix bebbiana"
"27965","Asteraceae","Agoseris ×agrestis"
"27972","Asteraceae","Antennaria media × Antennaria corymbosa"
"27975","Asteraceae","Symphyotrichum foliaceum var. foliaceum"
"27980","Asteraceae","Ericameria nauseosa var. nauseosa"
"27981","Asteraceae","Cirsium hookerianum"
"27998","Orobanchaceae","Castilleja rhexifolia × Castilleja sulphurea"
"28016","Urticaceae","Urtica dioica var. occidentalis"
"28020","Rosaceae","Rosa nutkana var. hispida"
"28145","Onagraceae","Oenothera suffrutescens"
"28219","Violaceae","Viola biflora var. biflora"
"28228","Amaranthaceae","Chenopodium pratericola"
"28284","Rosaceae","Potentilla subgorodkovii"
"28305","Onagraceae","Circaea alpina var. alpina"
"28512","Brassicaceae","Physaria floribunda var. floribunda"
"28749","Asteraceae","Tripleurospermum inodorum"
"28764","Polygonaceae","Eriogonum arcuatum"
"28781","Plumbaginaceae","Armeria maritima var. sibirica"
"28827","Brassicaceae","Lepidium densiflorum var. macrocarpum"
"28833","Fagaceae","Quercus gambelii"
"28844","Onagraceae","Gayophytum diffusum var. strictipes"
"28845","Polemoniaceae","Linanthus pungens"
"28848","Asteraceae","Antennaria neglecta"
"28851","Brassicaceae","Boechera pauciflora"
"29054","Pteridaceae","Pellaea breweri"
"29061","Aspleniaceae","Asplenium trichomanes-ramosum"
"29073","Isoëtaceae","Isoëtes bolanderi var. bolanderi"
"29172","Poaceae","Sitanion hystrix"
"29173","Brassicaceae","Arabis oxylobula"
"29175","Polygonaceae","Eriogonum brevicaule var. nanum"
"29181","Orobanchaceae","Pedicularis bracteosa"
"29183","Phrymaceae","Mimulus guttatus var. guttatus"
"29220","Cyperaceae","Carex brevipes"
"29236","Cyperaceae","Carex scopulorum var."
"29237","Cyperaceae","Carex scopulorum var. chimaphila"
"29244","Cyperaceae","Carex rostrata"
"29259","Cyperaceae","Carex atrata var. chalciolepis"
"29265","Fabaceae","Hedysarum occidentale var. occidentale"
"29280","Selaginellaceae","Selaginella underwoodii"
"29282","Athyriaceae","Athyrium distentifolium"
"29287","Cystopteridaceae","Cystopteris fragilis"
"29289","Cystopteridaceae","Cystopteris fragilis var. fragilis"
"29297","Cystopteridaceae","Cystopteris reevesiana"
"29305","Juncaceae","Juncus alpinus"
"29306","Juncaceae","Juncus arcticus ssp. ater"
"29371","Asteraceae","Viguiera multiflora"
"29372","Ruscaceae","Maianthemum stellatum"
"29393","Orchidaceae","Habenaria dilatata"
"29448","Cyperaceae","Carex chalciolepis var."
"29461","Cyperaceae","Carex heteroneura var. epapillosa"
"29475","Saxifragaceae","Muscaria monticola"
"29508","Plantaginaceae","Callitriche verna"
"29509","Plantaginaceae","Callitriche heterophylla"
"29523","Asteraceae","Senecio werneriifolius"
"29526","Fabaceae","Oxytropis deflexa"
"29545","Violaceae","Viola macloskeyi"
"29550","Plantaginaceae","Veronica nutans"
"29554","Saxifragaceae","Saxifraga hyperborea ssp. debilis"
"29557","Rosaceae","Acomastylis rossii"
"29561","Cyperaceae","Carex oederi"
"29607","Cyperaceae","Carex crandallii"
"29612","Cyperaceae","Eleocharis acicularis"
"29652","Brassicaceae","Erysimum pallasii"
"29662","Poaceae","Avena hookeri"
"29663","Poaceae","Bromus anomalus"
"29683","Poaceae","Phleum commutatum"
"29692","Caryophyllaceae","Silene acaulis ssp. subacaulescens"
"29698","Montiaceae","Lewisia pygmaea"
"29713","Poaceae","Bromopsis canadensis"
"29714","Melanthiaceae","Anticlea elegans"
"29715","Poaceae","Deschampsia atropurpurea var. latifolia"
"29741","Brassicaceae","Braya glabella ssp. glabella"
"29743","Brassicaceae","Braya humilis ssp. humilis"
"29753","Brassicaceae","Physaria acutifolia var. acutifolia"
"29773","Asteraceae","Antennaria alpina"
"29784","Asteraceae","Haplopappus clementis"
"29786","Asteraceae","Senecio werneriifolius var. werneriifolius"
"29791","Caryophyllaceae","Cerastium strictum"
"29797","Caryophyllaceae","Lidia obtusiloba"
"29804","Caryophyllaceae","Tryphane rubella"
"29807","Caryophyllaceae","Gastrolychnis kingii"
"29809","Caryophyllaceae","Gastrolychnis drummondii"
"29811","Caryophyllaceae","Gastrolychnis uralensis"
"29821","Asteraceae","Oligosporus groenlandicus"
"29825","Woodsiaceae","Athyrium filix-femina ssp. angustum"
"29827","Woodsiaceae","Cystopteris fragilis"
"29828","Dryopteridaceae","Gymnocarpium dryopteris"
"29831","Cupressaceae","Juniperus communis var. montana"
"29849","Aceraceae","Acer glabrum"
"29854","Apiaceae","Heracleum sphondylium ssp. montanum"
"29857","Apiaceae","Ligusticum filicinum var. tenuifolium"
"29863","Apiaceae","Lomatium dissectum"
"29875","Asteraceae","Achillea lanulosa var. alpicola"
"29896","Asteraceae","Antennaria pulcherrima ssp. anaphaloides"
"29917","Asteraceae","Artemisia absinthium"
"29918","Asteraceae","Artemisia biennis"
"29932","Asteraceae","Chaenactis alpina var. leucopsis"
"29935","Asteraceae","Chaenactis douglasii var. achilleaefolia"
"29946","Asteraceae","Chrysothamnus parryi ssp. parryi"
"29947","Asteraceae","Dugaldia hoopesii"
"30024","Asteraceae","Chrysopsis villosa"
"30026","Asteraceae","Ligularia amplectens"
"30036","Asteraceae","Ligularia holmii"
"30037","Asteraceae","Ligularia pudica"
"30038","Asteraceae","Ligularia soldanella"
"30051","Asteraceae","Senecio werneriaefolius"
"30053","Asteraceae","Senecio dimorphophyllus"
"30055","Asteraceae","Senecio streptanthifolius"
"30092","Asteraceae","Senecio purshianus"
"30122","Asteraceae","Senecio cymbarlarioides"
"30123","Asteraceae","Solidago decumbens"
"30125","Asteraceae","Solidago spathulata var. nana"
"30130","Asteraceae","Taraxacum eriophorum"
"30134","Asteraceae","Taraxacum lyratum"
"30138","Asteraceae","Taraxacum ovinum"
"30140","Asteraceae","Tetraneuris brevifolia"
"30161","Asteraceae","Wyethia amplexicaulis x arizonica"
"30166","Boraginaceae","Eritrichium elongatum var. argenteum"
"30168","Boraginaceae","Eritrichium elongatum var. argentum"
"30169","Boraginaceae","Eritrichium elongatum"
"30195","Boraginaceae","Mertensia lanceolata var. secundorum"
"30198","Brassicaceae","Boechera divaricarpa"
"30199","Brassicaceae","Boechera drummondii"
"30206","Brassicaceae","Arabis lemmonii"
"30233","Brassicaceae","Draba densifolia"
"30236","Brassicaceae","Draba nivalis"
"30260","Brassicaceae","Erysimum wheeleri"
"30262","Brassicaceae","Physaria reediana"
"30264","Brassicaceae","Physaria acutifolia"
"30277","Brassicaceae","Rorippa obtusa var. integra"
"30289","Campanulaceae","Campanula parryi"
"30295","Caprifoliaceae","Distegia involucrata"
"30296","Caprifoliaceae","Sambucus microbotrys"
"30298","Crassulaceae","Amerosedum lanceolatum"
"30301","Crassulaceae","Clementsia rhodantha"
"30314","Crassulaceae","Sedum acre"
"30315","Cyperaceae","Carex aquatilis var. stans"
"30365","Cyperaceae","Carex hepburnii"
"30378","Cyperaceae","Carex obstutata"
"30388","Cyperaceae","Carex drummondiana"
"30398","Cyperaceae","Carex stenophylla eleocharis"
"30404","Ericaceae","Arcostaphylos uva-ursi"
"30414","Fabaceae","Astragalus robbinsii"
"30421","Fabaceae","Lupinus rubricaulis"
"30426","Fabaceae","Lupinus argenteus ssp. spathulatus"
"30434","Fabaceae","Lupinus bakeri"
"30436","Fabaceae","Lupinus bakeri ssp. amplus"
"30438","Fabaceae","Oxytropis lambertii x sericea"
"30439","Fabaceae","Oxytropis viscida"
"30459","Fabaceae","Oxytropis campestris var. glabrata"
"30488","Fabaceae","Vicia americana"
"30490","Fumariaceae","Corydalis caseana"
"30495","Gentianaceae","Swertia radiata"
"30498","Gentianaceae","Gentiana romanzovii"
"30501","Gentianaceae","Gentiana plebeia"
"30504","Gentianaceae","Gentiana thermalis"
"30505","Gentianaceae","Pneumonanthe parryi"
"30517","Geraniaceae","Geranium viscosissimum"
"30552","Lamiaceae","Agastache urticifolia"
"30553","Liliaceae","Anticlea elegans"
"30571","Linaceae","Adenolinum lewisii"
"30574","Nymphaeaceae","Nuphar polysepalum"
"30576","Onagraceae","Chamerion subdentatum"
"30578","Onagraceae","Chamerion danielsii"
"30592","Parnassiaceae","Parnassia fimbriata"
"30595","Poaceae","Agrostis borealis"
"30632","Poaceae","Agropyron scribneri"
"30658","Poaceae","Festuca arundinacea"
"30675","Poaceae","Poa ampla"
"30693","Poaceae","Poa epilis"
"30713","Poaceae","Poa glaucifolia"
"30725","Poaceae","Poa nervosa"
"30734","Poaceae","Poa tracyi"
"30735","Poaceae","Stipa lettermanii"
"30763","Polemoniaceae","Phlox caespitosa"
"30840","Portulacaceae","Claytonia megarrhiza"
"30845","Portulacaceae","Oreobroma pygmaea"
"30851","Potamogetonaceae","Potamogeton gramineus var. maximus"
"30852","Primulaceae","Androsace septentrionalis var. puberulenta"
"30866","Primulaceae","Androsace septentrionalis var. glandulosa"
"30881","Ranunculaceae","Anemonastrum narcissiflorum ssp. zephyrum"
"30895","Ranunculaceae","Anemone lithophila"
"30899","Ranunculaceae","Anemone globosa"
"30918","Ranunculaceae","Pulsatilla patens ssp. hirsutissima"
"30920","Ranunculaceae","Pulsatilla ludiviciana"
"30921","Ranunculaceae","Psychrophila leptosepala"
"30927","Ranunculaceae","Ranunculus alismaefolius"
"30928","Ranunculaceae","Ranunculus alismaefolius var. montanus"
"30963","Rosaceae","Acomastylis rossii ssp. turbinata"
"30972","Rosaceae","Geum turbinatum"
"30975","Rosaceae","Dryas octopetala acaulis"
"30980","Rosaceae","Fragaria vesca ssp. bracteata"
"30987","Rosaceae","Fragaria americana"
"31038","Rosaceae","Potentilla quinquifolia"
"31050","Rosaceae","Potentilla pennsylvanica var. paucijuga"
"31078","Salicaceae","Salix anglorum"
"31114","Santalaceae","Comandra pallida"
"31115","Saxifragaceae","Ciliaria austromontana"
"31126","Saxifragaceae","Heuchera nivalis"
"31129","Saxifragaceae","Micranthes oregana"
"31131","Saxifragaceae","Saxifraga arguta"
"31134","Saxifragaceae","Micranthes odontoloma"
"31155","Saxifragaceae","Mitella stenopetala"
"31157","Saxifragaceae","Saxifraga adscendens"
"31164","Saxifragaceae","Hirculus serpyllifolius ssp. chrysanthus"
"31172","Scrophulariaceae","Castilleja lineariaefolia"
"31175","Scrophulariaceae","Castilleja integra"
"31217","Scrophulariaceae","Pedicularis paysonia"
"31218","Scrophulariaceae","Pedicularis bracteosa ssp. paysoniana"
"31219","Scrophulariaceae","Pedicularis bracteosa"
"31272","Scrophulariaceae","Veronica nutans"
"31281","Valerianaceae","Valeriana capitata ssp. acutiloba"
"31302","Violaceae","Viola praemorsa ssp. major"
"31313","Papaveraceae","Papaver nudicaule"
"31314","Papaveraceae","Papaver alpinum"
"31315","Saxifragaceae","Sullivantia purpusii"
"31325","Asteraceae","Senecio streptanthifolia"
"31326","Asteraceae","Senecio porteri"
"31330","Asteraceae","Ligularia porteri"
"31333","Parmeliaceae","Rhizoplaca Rhizoplaca chrysoleuca"
"31334","Umbilicariaceae","Umbilicaria decussata"
"31335","Umbilicariaceae","Umbilicaria krascheninnikovii"
"31337","Catillariaceae","Sporastatia testudinea"
"31338","Parmeliaceae","Pseudephebe minuscula"
"31340","Rhizocarpaceae","Rhizocarpon geographicum"
"31341","Lecanoraceae","Lecanora novomexicana"
"31342","Poaceae","Achnatherum pinetorum"
"31344","Poaceae","Bromopsis richardsonii"
"31347","Poaceae","Calamagrostis stricta ssp. inexpansa"
"31381","Caryophyllaceae","Cerastium beeringianum ssp. earlei"
"31385","Crassulaceae","Rhodiola integrifolia ssp. integrifolia"
"31419","Plantaginaceae","Penstemon caespitosus"
"31425","Lamiaceae","Monardella glauca"
"31427","Orobanchaceae","Pedicularis racemosa ssp. alba"
"31482","Papaveraceae","Papaver radicatum"
"31484","Polygonaceae","Polygonum cespitosum"
"31497","Ranunculaceae","Ranunculus pedatifidus"
"31518","Salicaceae","Salix reticulata ssp. nivalis"
"31526","Cyperaceae","Eriophorum altaicum"
"31561","Scrophulariaceae","Castilleja haydeni"
"31573","Woodsiaceae","Cystopteris reevesiana"
"31586","Asteraceae","Artemisia borealis ssp. purshii"
"31603","Brassicaceae","Rorippa curvipes var. alpina"
"31608","Gentianaceae","Ciminalis prostrata"
"31637","Polemoniaceae","Gilia calcarea"
"31640","Ranunculaceae","Ranunculus aquatilis"
"31641","Saxifragaceae","Hirculus prorepens"
"31660","Gentianaceae","Chondrophylla prostrata"
"31668","Asteraceae","Chlorocrepis tristis ssp. gracilis"
"31669","Ericaceae","Vaccinium myrtillus ssp. oreophilum"
"31682","Adoxaceae","Sambucus racemosa ssp. pubens"
"31684","Caryophyllaceae","Stellaria longipes var. laeta"
"31686","Caryophyllaceae","Stellaria laeta"
"31713","Plantaginaceae","Penstemon crandallii"
"31756","Cyperaceae","Carex neurophora"
"31782","Asteraceae","Senecio holmii"
"31800","Linaceae","Linum lewisii"
"31833","Apiaceae","Angelica ampla"
"31848","Fabaceae","Astragalus miser"
"31859","Potamogetonaceae","Stuckenia filiformis"
"31901","Scrophulariaceae","Penstemon procerus"
"31903","Brassicaceae","Draba weberi"
"31905","Ophioglossaceae","Botrychium colorado"
"31932","Asteraceae","Dieteria bigelovii"
"31936","Poaceae","Achnatherum nelsonii"
"31957","Fabaceae","Oxytropis sericea"
"31992","Helleboraceae","Aquilegia coerulea"
"32001","Saxifragaceae","Saxifraga hirsuta"
"32007","Ranunculaceae","Anemone patens"
"32053","Onagraceae","Oenothera caespitosa"
"32056","Poaceae","Alopecurus magellanicus"
"32057","Poaceae","Glyceria borealis"
"32071","Asteraceae","Hymenoxys brandegei"
"32072","Gentianaceae","Gentiana tenella"
"32079","Fabaceae","Oxytropis borealis"
"32109","Ericaceae","Kalmia polifolia"
"32142","Polemoniaceae","Polemonium occidentale"
"32150","Helleboraceae","Delphinium barbeyi"
"32170","Asteraceae","Artemisia laciniata"
"32180","Chenopodiaceae","Chenopodium capitatum"
"32181","Primulaceae","Androsace chamaejasme"
"32190","Scrophulariaceae","Pedicularis sudetica"
"32193","Asteraceae","Symphyotrichum spathulatum"
"32194","Asteraceae","Machaeranthera biglovii"
"32214","Liliaceae","Calochortus gunnisonii"
"32242","Poaceae","Agrostis thurberiana"
"32249","Poaceae","Torreyochloa pallida"
"32341","Crassulaceae","Rhodiola rosea"
"32388","Polemoniaceae","Polemonium brandegei"
"32412","Cyperaceae","Carex magellanica"
"32439","Gentianaceae","Gentiana affinis"
"32455","Primulaceae","Dodecatheon pulchellum"
"32457","Helleboraceae","Aconitum columbianum ssp. columbianum"
"32461","Helleboraceae","Trollius albiflorus"
"32462","Helleboraceae","Caltha leptosepala"
"32506","Asteraceae","Petasites sagittatus"
"32548","Helleboraceae","Delphinium ramosum"
"32559","Alsinaceae","Stellaria longipes"
"32666","Caryophyllaceae","Arenaria hookeri"
"32704","Thalictraceae","Thalictrum alpinum"
"32743","Ericaceae","Kalmia polifolia ssp. microphylla"
"32763","Scrophulariaceae","Veronicastrum serpyllifolium"
"32767","Pyrolaceae","Pyrola chlorantha"
"32770","Poaceae","Elymus elymoides"
"32780","Boraginaceae","Plagiobothrys scouleri"
"32781","Asteraceae","Arnica chamissonis"
"32797","Ophioglossaceae","Botrychium pallidum"
"32805","Polygonaceae","Eriogonum jamesii"
"32825","Polygonaceae","Eriogonum alatum"
"32867","Ranunculaceae","Ranunculus glaberrimus"
"32876","Asteraceae","Packera oodes"
"32883","Convallariaceae","Maianthemum stellatum"
"32931","Fabaceae","Oxytropis cusickii"
"32994","Asteraceae","Chlorocrepis tristis"
"32998","Cyperaceae","Kobresia schoenoides"
"33061","Rosaceae","Geum macrophyllum"
"33064","Asteraceae","Aster lanceolatus ssp. hesperius"
"33068","Brassicaceae","Arabis laevigata"
"33082","Polygonaceae","Poa nervosa"
"33089","Caryophyllaceae","Silene kingii"
"33097","Cyperaceae","Carex engelmannia"
"33121","Woodsiaceae","Athyrium distentifolium"
"33172","Polemoniaceae","Linanthus nuttallii"
"33199","Rosaceae","Potentilla gracilis"
"33217","Fabaceae","Lupinus caudatus"
"33226","Oxalidaceae","Oxalis violacea"
"33227","Orchidaceae","Platanthera dilatata"
"33243","Poaceae","Alopecurus arundinaceus"
"33254","Salicaceae","Populus balsamifera"
"33267","Brassicaceae","Descurainia californica"
"33276","Asteraceae","Trimorpha lonchophylla"
"33284","Caryophyllaceae","Silene drummondii"
"33296","Asteraceae","Hieracium aurantiacum"
"33317","Cyperaceae","Carex limosa"
"33321","Cyperaceae","Carex lenticularis var. lipocarpa"
"33336","Brassicaceae","Draba globosa"
"33348","Rosaceae","Rubus idaeus"
"33366","Fabaceae","Astragalus falcatus"
"33370","Ophioglossaceae","Botrychium lanceolatum ssp. lanceolatum"
"33395","Fumariaceae","Corydalis aurea"
"33607","Brassicaceae","Draba breweri"
"33756","Juncaceae","Juncus drummondi"
"33768","Asteraceae","Agoseris aurantiaca var."
"33807","Cyperaceae","Carex deflexa"
"33834","Asteraceae","Macronema discoideum"
"33893","Ericaceae","Arctostaphylos uva-ursi ssp. uva-ursi"
"34105","Alsinaceae","Eremogone congesta"
"34107","Poaceae","Poa sandbergii"
"34281","Rosaceae","Potentilla quinquefolia"
"34401","Scrophulariaceae","Orthocarpus luteus"
"34488","Scrophulariaceae","Veronica serphyllifolia"
"34592","Caryophyllaceae","Arenaria lanuginosa"
"34721","Gentianaceae","Campanula uniflora"
"34791","Apiaceae","Harbouria trachypleura"
"34796","Brassicaceae","Arabis divaricarpa"
"34826","Rubiaceae","Galium septentrionale"
"34875","Melanthiaceae","Veratrum tenuipetalum"
"34944","Woodsiaceae","Cystopteris montana"
"34955","Papaveraceae","Papaver kluanense"
"35032","Apiaceae","Aletes humilis"
"35267","Rosaceae","Dryas octapetala"
"35426","Fabaceae","Astragalus kentrophyta"
"35484","Rosaceae","Potentilla cf."
"35492","Scrophulariaceae","Penstemon crandallii"
"35494","Asteraceae","Machaeranthera pattersonii"
"35521","Fabaceae","Thermopsis montana"
"35586","Cyperaceae","Eleocharis pauciflora"
"35589","Poaceae","Glyceria striata"
"35631","Asteraceae","Erigeron glacialis"
"35669","Brassicaceae","Draba borealis"
"35677","Brassicaceae","Noccaea montanum"
"35687","Asteraceae","Senecio werneriifolia"
"35699","Poaceae","Poa alipina"
"35759","Portulacaceae","Lewisia pygmaea var. pygmaea"
"35794","Rosaceae","Acomastylis rossii var. turbinatum"
"35799","Portulacaceae","Claytonia megarhiza var. megarhiza"
"35885","Asteraceae","Erigeron leiomeris"
"35888","Asteraceae","Senecio amplectans var. amplectans"
"35895","Salicaceae","Salix reticulata var. reticulate"
"35897","Gentianaceae","Gentiana amarella var. heterosepala"
"35907","Caprifoliaceae","Symphoricarpos oreophilus var. utahensis"
"36050","Asteraceae","Erigeron philadelphicus var. philadelphicus"
"36153","Asteraceae","Senecio amplectans var. holmii"
"36191","Asteraceae","Xanthisma coloradense"
"36300","Brassicaceae","Draba nemorosa var. nemorosa"
"36355","Adoxaceae","Sambucus racemosa var. racemosa"
"36434","Caryophyllaceae","Silene acoulis"
"36452","Caryophyllaceae","Stellaria longipes ssp. longipes"
"36512","Cyperaceae","Carex chalciolepis var. chalciolepis"
"36549","Cyperaceae","Carex echinata"
"36602","Cyperaceae","Carex scirpoidea ssp. pseudoscirpoidea"
"36696","Cyperaceae","Eriophorum anugustifolium"
"36701","Cyperaceae","Eriophorum chamossonis"
"36706","Ericaceae","Moneses uniflora var. uniflora"
"36720","Fabaceae","Lathyrus lanszwertii var. laucanthus"
"36796","Geraniaceae","Geranium richardsonii ssp."
"36810","Juncaginaceae","Triglochin maritima"
"36822","Linnaeaceae","Linnaea borealis var. longiflora"
"36825","Malvaceae","Sidalcea neomexicana var. neomexicana"
"36845","Onagraceae","Epilobium ciliatum"
"36919","Orobanchaceae","Castilleja septentrionalis"
"37050","Poaceae","Calamagrostis purpurescens"
"37334","Polygonaceae","Polygonum vivipara"
"37337","Polygonaceae","Oxyria dignya"
"37349","Polygonaceae","Rumex aquaticus var. fenestratus"
"37392","Ranunculaceae","Aconitum columbianum var. columbianum"
"37471","Rosaceae","Holodiscus dumosus var. dumosus"
"37499","Rosaceae","Potentilla palustris"
"37597","Saxifragaceae","Saxifraga cespitosa"
"37662","Boraginaceae","Phacelia glandulosa var. glandulosa"
"37675","Lycopodiaceae","Huperzia haleakalea"
"37688","Pinaceae","Picea engelmannii var. engelmanii"
"37691","Juncaceae","Juncus casteneus"
"37751","Asteraceae","Packera wermeriifolia"
"37776","Poaceae","Festuca ovina var. ovina"
"37952","Asteraceae","Senecio amplectans"
"38041","Asteraceae","Symphyotrichum foliacum var. apricum"
"38108","Asteraceae","Senecio serra"
"38148","Fabaceae","Trifolium longipes var. rusbyi"
"38152","Asteraceae","Heterotheca villosa var. minor"
"38161","Callitrichaceae","Callitriche heterophylla var. heterophylla"
"38176","","Asclepias brachystepha"
"38177","","Cynoglossum officinales"
"38178","","Ecinocereus viridiflorus"
"38179","Cactaceae","Opuntia polyacantha"
"38180","","Tradescanitia bracteata"
"38181","","Gaillardia Pinatifida"
"38182","Asteraceae","Townsendia incana"
"38183","Asteraceae","Hymenoxys scaposa"
"38184","","Lesquerella ovafolia"
"38185","Euphorbiaceae","Euphorbia fendleri"
"38186","","Buchlae dactylaide"
"38187","Fabaceae","Sophora sericea"
"38188","","Astragaluel caryocarpus"
"38189","Fabaceae","Astragalus recedens"
"38191","","Oenothera caespitosa eximia"
"38192","Plantaginaceae","Veronica peregrina"
"38193","","Tamarix gaelica"
"38194","Verbenaceae","Verbena ciliata"
"38195","Poaceae","Koeleria nitida"
"38200","Poaceae","Agropyron trachycaulum var. latiglume"
"38223","Ranunculaceae","Delphinium occidentale"
"38224","Ranunculaceae","Pulsatilla ludoviciana"
"38225","Ranunculaceae","Ranunculus inamoenus var. alpeophilus"
"38227","Ranunculaceae","Ranunculus trichophyllus"
"38229","Rhamnaceae","Ceanothus velutinus"
"38257","Orobanchaceae","Pedicularis grayi"
"38262","Plantaginaceae","Veronica arvensis"
"38263","Caprifoliaceae","Valeriana edulis"
"38264","Boraginaceae","Phacelia idahoensis"
"38268","Selaginellaceae","Selaginella standleyi"
"38270","Pteridaceae","Cryptogramma crispa ssp. acrostichoides"
"38271","Pteridaceae","Cryptogramma crispa"
"38277","Woodsiaceae","Woodsia scopulina"
"38278","Woodsiaceae","Woodsia oregana"
"38290","Pinaceae","Pseudotsuga menziesii"
"38305","Adoxaceae","Sambucus pubens"
"38337","Poaceae","Phalaris alpina"
"38346","Violaceae","Viola bellidifolia"
"38366","","Saxifraga rhomboides"
"38374","Asteraceae","Ratibida columnifera"
"38375","Asteraceae","Oonopsis foliosa"
"38376","Convolvulaceae","Ipomoea leptophylla"
"38377","Asteraceae","Ambrosia acanthicarpa"
"38378","Amaranthaceae","Amaranthus arenicola"
"38379","Asteraceae","Heterotheca villosa var. nana"
"38380","Asclepiadaceae","Asclepias subverticillata"
"38381","Asteraceae","Thelesperma megapotamicum"
"38382","Euphorbiaceae","Chamaesyce fendleri"
"38383","Fabaceae","Dalea lanata var. terminalis"
"38385","Fabaceae","Astragalus gracilis"
"38386","Asteraceae","Oonopsis engelmannii"
"38387","Asteraceae","Ambrosia linearis"
"38388","Amaranthaceae","Chenopodium berlandieri var. zschackii"
"38389","Asclepiadaceae","Asclepias arenaria"
"38390","Fabaceae","Dalea candida var. oligophylla"
"38391","Asteraceae","Helianthus petiolaris"
"38392","Asteraceae","Ratibida tagetes"
"38394","Poaceae","Pleuraphis jamesii"
"38395","Fabaceae","Psoralidium lanceolatum"
"38396","Asteraceae","Ambrosia psilostachya"
"38404","Woodsiaceae","Woodsia mexicana"
"38414","Woodsiaceae","Cystopteris fragilis var. fragilis"
"38420","Rosaceae","Dasiphora fruticosa ssp. floribunda"
"38430","Onagraceae","Epilobium angustifolium ssp. circumvagum"
"38432","Cyperaceae","Carex bipartita var. austromontana"
"38516","Cyperaceae","Carex proposita"
"38525","Cyperaceae","Carex scirpoidea ssp. scirpoidea"
"38562","Cyperaceae","Kobresia simplisiuscula"
"38604","Asteraceae","Heterotheca villosa var. foliosa"
"38605","Asteraceae","Solidago simplex ssp. simplex"
"38628","Dennstaedtiaceae","Pteridium aquilinum"
"38634","Ranunculaceae","Anemone narcissiflora xparviflora"
"38645","Liliaceae","Maianthemum racemosum ssp. racemosum"
"38646","Liliaceae","Streptopus amplexifolius var. chalazatus"
"38652","Orchidaceae","Corallorrhiza trifida"
"38665","Polygonaceae","Polygonum bistorta"
"38713","Rosaceae","Potentilla anglica"
"38747","Crassulaceae","Rhodiola integrifolia integrifolia"
"38783","Alliaceae","Allium rubrum"
"38786","Alsinaceae","Alsinanthe macrantha"
"38788","Alsinaceae","Alsinanthe stricta"
"38789","Alliaceae","Alsinanthe stricta"
"38813","Alsinaceae","Cerastium beeringianum"
"38814","Alsinaceae","Cerastium strictum"
"38840","Alsinaceae","Eremogone fendleri"
"38866","Alsinaceae","Lidia obtusiloba"
"38888","Alsinaceae","Lidia biflora"
"38890","Alsinaceae","Alsinanthe austromontana"
